Retweets,Likes,Cleaned_Tweets,day,month
3239,93985,How did it even start?,13,5
542,19522,And tastes like cardboard!,13,5
3721,90484,The last straw was the last straw!,13,5
20372,274262,Stop the war on straws!,13,5
691,10575,But I do think that twitter should authenticate all real users and prioritize those replies above unauthenticated users,13,5
1716,11572,The drinking bleach hoax was a hoax,13,5
8862,95527,Updated Starlink availability by region,13,5
832,10943,"If Twitter can tell the difference between real and fake users, why does it allow these in our comments?",13,5
276,10756,Exactly,13,5
922,14883,"Didn’t occur to founders of USA that people would live so long, so they put in age minimums (for wisdom), but not age maximums (for … )",12,5
1182,41275,And also younger than 8000 years old!,12,5
554,23498, ,12,5
93875,1079756,"Biden’s mistake is that he thinks he was elected to transform the country, but actually everyone just wanted less drama",12,5
40790,579662,"Even though I think a less divisive candidate would be better in 2024, I still think Trump should be restored to Twitter",12,5
25292,342410,Don’t Diss Information,12,5
1580,26980,Disconcerting …,12,5
3976,48653,It has potential as a currency,12,5
605,7092,Overzealous DMCA is a plague on humanity,12,5
1194,16066,Current copyright law in general goes absurdly far beyond protecting the original creator,12,5
2191,20351,The whole notion of being “left wing” or “right wing” is silly. Almost no one initially agrees with the semi-random collection of policies associated with each wing.They only support those policies *after* they join the left or right mind tribe.,12,5
639,16855,Great thread,12,5
565,19031,Yeah,12,5
12728,216008,Tap on the stars in upper right of screen to revert to chronological,12,5
32824,565534,Chronological tweets seem much better than what “the algorithm” suggests,12,5
859,17315,Literally true. Even 100x is possible.,11,5
915,16117,"Without billions of miles of training data, solving self-driving is impossible",11,5
333,6099,Release notes on this version will be long,11,5
261,5589,Probably this weekend. Lot of code updates means much is discovered during testing.,11,5
645,17011,Exactly,11,5
15102,148927,"Starlink has resisted Russian cyberwar jamming &amp; hacking attempts so far, but they’re ramping up their efforts",11,5
7258,147759,Important to listen to my full explanation,10,5
788,16925,Haha ,10,5
1120,28009,The Tesla China team is amazing,10,5
1178,32085,Great meeting! We are very much on the same page.,9,5
395,7782,You might be right,9,5
861,9448,"Int/Dex build, so mostly mage with some weapon skills. Shield in left hand, staff in right with rapier &amp; claws fast switch. Change armor from heavy to medium for fast roll or tank. Move talismans around a lot.Many small hits in a row to damage stack is important.Summon!",9,5
510,6721,And we’re all descended from a skinny shrew! Meet your grandparents^n:,9,5
321,6397,"Dead Space 2, FEAR 2 and Bioshock are great",9,5
6117,89119,"It is amazing. I visited in 2007 and also saw the Taj Mahal, which truly is a wonder of the world.",9,5
1841,45435,Video games are scarier than any horror movie by far,9,5
1296,21836,Interesting. Don’t forget to look on the bright side of life sometimes!,9,5
584,16290,Elden Ring vibes,9,5
76010,1140495,Chocolate milk is insanely good. Just had some.,9,5
3111,106267,I’d like to meet this guy (if he is real). Hard to tell with deepfakes these days.,9,5
3910,37376,"Like I said, my preference is to hew close to the laws of countries in which Twitter operates. If the citizens want something banned, then pass a law to do so, otherwise it should be allowed.",9,5
9621,73628,Twitter obv has a strong left wing bias,9,5
5094,301701,Ok,9,5
12561,177107,There are no angels in war,9,5
924,19495,"Not be a buzzkill on this issue, but Venice itself is slowly dying due to very low birth rates",9,5
8942,105176,"Thank you for the blessing, but I’m ok with going to hell, if that is indeed my destination, since the vast majority of all humans ever born will be there.",9,5
494,20490,R2-D2 vibes,9,5
289,4881,That won’t be needed,9,5
667,8416,"Seriously, how tough are you really if can’t even handle 280 chars of criticism!?",9,5
10542,240189,Sorry! I will do my best to stay alive.,9,5
174613,1897947,"If I die under mysterious circumstances, it’s been nice knowin ya",9,5
12388,153800,The word “Nazi” doesn’t mean what he seems to think it does,9,5
8913,109918,. sent this to Russian media,9,5
3143,68943,Happy Mother’s Day!,8,5
169,3735,Correct,8,5
2562,28885,"Yes! Stop the outrageous false ESG assessments, where Tesla gets a bad grade, but an oil company can get a good grade. Total gaming of the system!",7,5
17330,101560,"At risk of stating the obvious, unless something changes to cause the birth rate to exceed the death rate, Japan will eventually cease to exist. This would be a great loss for the world.",7,5
2241,52263,How to find secret doors in Elden Ring,7,5
11307,200085,"Also, work ethic expectations would be extreme, but much less than I demand of myself",7,5
485,11805,Sage advice in this thread …,7,5
1077,24771,!!,6,5
2289,71611,It just keeps happening,6,5
1255,27376,Like thrust on a !,6,5
643,7983,"Next release (10.12) is another step towards all NN’s using surround video &amp; reconciling output to a unified vector space for control code.Improves complex intersections in heavy traffic.Many upgrades to core code, so taking longer to debug issues. Probably Wed/Thurs release.",6,5
1588,30073,Copycats!,6,5
1062,19726,This will trend to well over 10 times safer,6,5
24645,266437,I strongly believe that all managers in a technical area must be technically excellent. Managers in software must write great software or it’s like being a cavalry captain who can’t ride a horse!,6,5
804,20687,We must be doing something right!,6,5
140,4064,Haha,6,5
10310,148244,Another Starlink mission completed,6,5
1831,29101,"This rumor originated from a parody account, but got picked up by real media &amp; twitter trends (sigh)",6,5
568,15363,So much to be done on layout. Every single pixel matters. Hard problem.,6,5
34536,385162,"If Twitter acquisition completes, company will be super focused on hardcore software engineering, design, infosec &amp; server hardware",6,5
5429,54850,I’m a big believer in citizen journalism and following individual journalists over publications!,6,5
21801,302698,"This is false. I’ve had no communication, directly or indirectly, with Trump, who has publicly stated that he will be exclusively on Truth Social.",6,5
2302,35620,I didn’t ask anyone out or request particular seating,6,5
6471,193576,"If that’s true, it would make me very happy!",4,5
774,9389,"Passive/index investment is simply an amplifier of active investment. If active investment signal degrades in quality, passive is proportionately impacted.Also, if there are very few actual active investors, their decisions can greatly increase company valuation volatility.",4,5
25194,151598,Interesting. I wonder if those funding these organizations are fully aware of what the organizations are doing.,4,5
29654,465477,I dunno … seems kinda fungible,4,5
438,9826,Slashdot has some of the best comments,4,5
506,11353,And that’s why I’m not in show biz,4,5
5175,70898,Awareness awakening,4,5
609,12058,Some revenue is better than none!,4,5
666,12111,You guys are awesome ,4,5
31057,411390,"Twitter will always be free for casual users, but maybe a slight cost for commercial/government users",3,5
682,17034,Accurate,3,5
342,6283,Here’s hoping,3,5
1250,11082,"George, please slide into my DMs!",3,5
620,10478,I will call him and ask,3,5
30776,420698,"Ultimately, the downfall of the Freemasons was giving away their stonecutting services for nothing",3,5
37438,398967,Sunlight is the best disinfectant,3,5
53550,384037,Who funds these organizations that want to control your access to information? Let’s investigate …,3,5
1166,15986,"Yeah, we paid for rent by turning the house into a nightclub &amp; charging $5",3,5
578,10097,Literally 10 times higher than it should be,3,5
785,14283,"Also, as mentioned before, we will try to keep as many shareholders as legally possible in privately held Twitter!",3,5
2892,36019,Apple’s store is like having a 30% tax on the Internet. Definitely not ok.,3,5
2899,103425,I was going full Looney Tunes haha,3,5
1227,12943,"Tesla is now over 110k direct jobs and roughly 500k indirect, factoring in suppliers",3,5
1001,27800,Talked to an NPC with aggro==255,3,5
219,5589,No,3,5
1425,29176,"Starlink is awesome for RV’s, camping or any activity away from cities",3,5
7102,45008,"That is why we must clear out bots, spam &amp; scams. Is something actually public opinion or just someone operating 100k fake accounts? Right now, you can’t tell.And algorithms must be open source, with any human intervention clearly identified.Then, trust will be deserved.",3,5
5373,68483,There is so much potential with Twitter to be the most trusted &amp; broadly inclusive forum in the world!,3,5
9549,102930,"Yeah, kids starting with lots of money usually have much less motivation than those who have nothing. When we started our first company (Zip2) in 95, I had over $100k of student debt, a computer I built myself and a few thousand dollars.",3,5
2057,26429,"They will say anything to shift support away from me. Think of it as information war, not normal dialogue.",3,5
4794,82614,Time to make life multiplanetary,3,5
489,9194,Or twitter,3,5
1624,25590,Can only read one side. Looks like “ax the itch”?,3,5
2688,90670,Making funny faces at the Met,3,5
7052,124252,I saw you trending as twitter ceo ,3,5
8113,60074,"Hey, why are they already writing my suicide story!?",2,5
102637,1329156,As I was saying …,2,5
